web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890564-19885","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Casa en Jurica de 3 dormitorios y 235 mts2! RAHQRO 20-989","*RAHQRO 20-989* Casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. NO se COMPARTE entre 3 corredores.- IMPORTANTE: pedir información del inmueble con el código marcado con ""**"".- Previa Cita.- Pagina web: EDITADO.","$ 3,320,000"
"1618890699-20079","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Jurica casa en exclusivo condomino de 3 niveles y 211 mts2 tbs211821","Exclusivo condominio en el corazón de la zona con mayor plusvalía de las ciudad, muy cerca de la plaza antea, urban center, uptown juriquilla, centros deportivos, unidades de salud, centros de negocios, restaurantes y hoteles. No se comparte entre 3 asesores. - previa cita.  Este prototipo de casa tiene tres niveles, 165.8 m2 de terreno, 211.5 m2 de construcción, 4 recamaras, 3.5 banos y family room. Pb: sala, comedor, cocina equipada, alacena, area de lavado, ½ baño bodega y jardín. Pa: recamara principal con vestidor y bano completo, 2 recamaras secundarias con closet, bano completo compartido y family room. Roof garden: terraza con barra y tarja, recamara con bano completo. la privada cuenta con las siguientes amenidades: área de ejercitadores al aire libre, parque de perros, cancha de futból, alberca con chapoteadero, áreas verdes y casa club con terraza, ludoteca, salón de juegos y gimnasio. El mantenimiento es de $1,100. en total habrá 288 casas y 84 departamentos (tenemos de entrega inmediata y preventa). Hay 5 modelos de casas (desde 128.03 m2 de construcción), de 3 y 4 recámaras con opción a roof garden, así como departamentos desde 95.98 m2.","$ 3,894,830"
"1618890608-19936","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa en Venta a estrenar 3 recamaras en San Miguel excelente oportunidad","21-526 CASAS EN VENTA Y PREVENTA Terreno de 90 y 96 m2 Todas las casas tienen 93.52 m2 de construccion Planta Baja: Sala-comedor, amplia cocina equipada con cubierta de granito y barra desayunadora, medio bano de visitas, alacena-bodega de buen tamaño, jardíin posterior, area de lavado y 2 lugares de auto. Planta Alta: 3 recamaras y 2 banos completos, 

la recamara principal tiene bano independiente y las recamaras secundarias tienen bano compartido. 

Equipamiento del Condominio: Barda perimetral, caseta de acceso con seguridad las 24 horas, palapa para fiestas con baño y asador, areas verdes, estacionamiento de visitas, cancha deportiva de usos multiples, pista para caminata, area de juegos infantiles, area de descanso, cisterna con capacidad de 300,000 litros para uso general del condominio, contenedor de basura 
* El diseno de nuestras casas no tiene tinaco lo cual ofrece una mejor imagen de las mismas. 

* El suministro de agua sera por medio de la cisterna general con capacidad de 300,000 litros y con 6 bombas hidroneumaticas que trabajaran en paralelo.","$ 1,125,000"
"1618890475-19765","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","CASA EN VENTA EN JURICA, 3 RECAMARAS, 3.5 BAÑOS, ALBERCA PROPIA","CASA EN VENTA EN JURICA, T. 5400 M2, C. 650 M2, SALA, COMEDOR, COCINA EQUIPADA, DESAYUNADOR, SALÓN PARA BIBLIOTECA O SALA DE JUEGOS, ÁREA PARA SALA DE CINE, SÓTANO APROX. DE 150 M2, AMPLIOS JARDINES, ALBERCA, RECAMARA PRINCIPAL CON JACUZZI, CLOSET, VESTIDOR, DESPACHO, BAÑO COMPLETO, 2 RECAMARAS CON CLOSET Y BAÑO COMPLETO, BUNGALOWS PARA VISITAS, ESTACIONAMIENTO PARA 15 AUTOS, LIBRE DE GRAVAMEN , CUENTA CON ESCRITURA, UN SOLO DUEÑO.

*C*
JO
03/MZO/2020. EasyBroker ID: EB-ER0633","$ 19,000,000"
"1618890431-19696","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","JURICA CAMPESTRE FRENTE A NUEVO PARQUE","Terreno 530 mts2 Construccion 320.5 mts2  3 recamaras con baño y vestidor c/u Baño de visitas Sala de tv Closet de blancos Cocina equipada Bodega Sala comedor Desayunador y/o falimy room  Cuarto de servicio con baño Amplio jardin Cochera automatica para 3 autos Cisterna Tinaco  Hidroneumatico  ** en el corazon de la ciudad, cerca de escuelas, superama, antea, diferentes vias de acceso, calle de empedrado nueva y parque frente a la casa con juegos infantiles **","$ 8,500,000"
"1618890520-19829","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Jurica - Casa con Terraza y Recámara en Planta Baja Para Venta","Lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recámaras más un estudio con baño completo (por lo que podría ser de 5 recámara); en la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso al área de oficina. Entre sus adicionales esta una alberca. se aparta con 50,000 - esta casa para entrega inmediata tiene un precio de: $ 7,130,000.Llámanos para mas informes. Somos rent-a-house, la nueva generación del negocio inmobiliario.Favor pedir informes del inmueble por el código: mls #21-3522 ap","$ 16,500,000"
"1618890653-19998","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Hermosa casa en venta en Jurica 3 recamaras y cuarto de servicio YCC","20-3386 casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, 2 con t vestidor y la 3era con closet,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado y salon de usos multiples, cuarto lavado techado, cocina super amplia equipada.","$ 6,200,000"
"1618890408-19675","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Casa en Venta de un solo piso en Jurica, Queretaro con cuarto de servicio 334 m2","Venta de casa de un solo piso en jurica campestre queretaro de estilo contemporaneo rodeada de grandes arboles que dan frescura y confort a esta propiedad. Cuenta con amplio estacionamiento interno, sala y comedor, cocina integral equipada con alacena, cuarto de servicio y area de lavado lateral e independiente. Sala de television, recamara principal con su baño completo y closet, dos recamaras secundarias, una con closet y ambas comparten baño completo; todas bien iluminadas y ventiladas. En el exterior tenemos un departamento de 90m2 con recamara muy amplia, estudio y medio baño. Ademas area de juegos infantiles y una casita de 70mt2 con cocina para que los niños vivan una experiencia inolvidable. Cisterna, mosquiteros y 6 paneles solares. Libre de gravamen. Agenda una cita con tu asesor certificado. Vo1728tt","$ 7,890,000"
"1618890631-19973","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa en Venta de un solo piso en Jurica, Queretaro con cuarto de servicio 334 m2","Venta de casa de un solo piso en jurica campestre queretaro de estilo contemporaneo rodeada de grandes arboles que dan frescura y confort a esta propiedad. Cuenta con amplio estacionamiento interno, sala y comedor, cocina integral equipada con alacena, cuarto de servicio y area de lavado lateral e independiente. Sala de television, recamara principal con su baño completo y closet, dos recamaras secundarias, una con closet y ambas comparten baño completo; todas bien iluminadas y ventiladas. En el exterior tenemos un departamento de 90m2 con recamara muy amplia, estudio y medio baño. Ademas area de juegos infantiles y una casita de 70mt2 con cocina para que los niños vivan una experiencia inolvidable. Cisterna, mosquiteros y 6 paneles solares. Libre de gravamen. Agenda una cita con tu asesor certificado. Vo1728tt","$ 7,890,000"
"1618890541-19875","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa en venta Jurica 5 habitaciones JGCC","**20-2035**Residencia en calle Cerrada vigilancia en Jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de TV, Cocina con amplia alacena, Espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita","$ 11,350,000"
"1618890408-19694","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","VENTA de casa en Jurica QUERETARO con Gran Jardin, 4 Recamaras.","Venta de casa en jurica queretaro gran jardin. Casa en el tradicional fraccionamiento jurica que esta rodeado de arboles, parques y bellos paisajes. La casa cuenta con gran jardín al frente y atras, asi mismo: planta baja: Cochera techada con porton electrico. Recibidor Sala y comedor separados. Cocina con antecomedor. 1/2 baño para visitas. Terraza. Cuarto de servicio y bodega. Pasillo de servicio. Planta alta: 4 recamaras, Recamara principal con baño y vestidor. Recamaras secundarias con baño y closet cada una. Estudio. Lo que necesitas para vivir confortable!!! Haz tu cita y seguro te quedas con la casa. Vo1957ema Informes agente inmobiliario eduardo martin del campo","$ 7,130,000"
"1618890496-19808","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta Jurica 5 habitaciones JGCC","**21-2136**residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto. Para visita","$ 11,350,000"
"1618890431-19724","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","VENTA casa en Jurica de 4 recamaras más estudio y 505 mts2!","Previa cita. Lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras mas estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca. Comisión compartida. No se comparte entre 3 asesores.","$ 16,500,000"
"1618890453-19755","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","HERMOSA CASA EN JURICA CAMPESTRE!!!!","CASA EN ESQUINA
TOTALMENTE EQUIPADA.

CERCA ELECTRICA PARA 3 AUTOS
MEDIO BAÑO EN COCHERA
BODEGA AMPLIA
COCHERA TECHADA
PASILLOS LATERALES
TERRAZA
JARDIN AMPLIO
SISTEMA ELECTRICO AHORRADOR
RIEGO AUTOMATICO
ESTANCIA AMPLIA
ACABADOS EN MADERA 
TECHOS ALTOS
CANCELERIA EN PVC

PLANTA BAJA:
ESTANCIA
MEDIO BAÑO DE VISITAS
CLOSET DE VISITAS
SALA EN DESNIVEL
TERRAZA TECHADA
COMEDOR
AMPLIA COCINA EQUIPADA
CUARTO DE LAVADO
CUARTO DE SERVICIO CON ACCESO INDEPENDIENTE
CLOSET DE BLANCOS
AREA DE TV AMPLIA
RECAMARA PRINCIPAL, CLOSET VESTIDOR Y BAÑO CON TINA.
RECAMARA SECUNDARIA 2 CON CLOSET Y BAÑO

ESCALERAS AMPLIAS E ILUMINADAS

PLANTA ALTA:
ESTUDIO ABIERTO
RECAMARA SECUNDARIA 3 Y 4 CADA UNA CON CLOSET VESTIDOR Y COMPARTEN BAÑO ENTRE RECAMARAS.
5TA RECAMARA O ESTUDIO

SI TE INTERESA LLAMANOS:

PATRICIA JIMENEZ: 442 343 16 29. EasyBroker ID: EB-AO5666","$ 9,700,000"
"1618890475-19761","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Casa en Venta Queretaro jurica","Jurica hermosa casa en ventaexclusiva residencia con magnã­ficos acabados ubicada en privada con vigilancia. 1a planta. Sala, biblioteca, comedor con una terraza techada, medio baã±o, cocina integral, antecomedor, cto de tv, estudio con opciã³n a 5a recamara c/baã±o. Precioso jardã­n de aprox. 240m2, alberca, salã³n de juegos con baã±o y cocineta independiente (esta ã¡rea se puede convertir en un departamento totalmente independiente), cto de serv y patio de tendido. 2a planta. 4 recamaras con baã±o y vestidor, sala de tv, closet de blancos enorme, lavanderã­a, pisos de cantera, laminado en recamaras, cerã¡mica en cocina y baã±os. Estacionamiento techado para 5 autos.","$ 11,500,000"
"1618890541-19867","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa con Control de Acceso y Alberca - Venta, Jurica","Residencia en calle cerrada vigilancia en jurica, tiene alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o departamento para visita.Llámanos para mas informes. Somos rent-a-house, la nueva generación del negocio inmobiliario.Favor pedir informes del inmueble por el código: mls #21-2136 rahb","$ 11,350,000"
"1618890585-19925","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casa en venta Jurica 5 habitaciones JGCC","**20-805**lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vistas al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
"1618890520-19841","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en Venta dentro del Club Regency Jurica Queretaro","Hermosa casa con excelentes acabados, en privada con vigilancia 24 hrs. Esta diseñada en 2 pisos, en el primer piso tiene la recamara principal con baño y vestidor, sala, comedor , estudio, cocina equipada, alacenas, terraza al jardin, cuarto de servicio, area de lavado, tiene varias bodegas y closets para guardar. En la planta alta estan 2 recamaras mas con su baño y vestidor, sala de tv amplia, closet de blancos y para guardar.  La casa tiene en el jardin riego por aspersion, cisterna de aguas grises y cisterna de agua potable, tiene tinaco con presurizador. Cochera la 4 autos (2 techados y otros dos sin techar) Area de construccion: 430 mt2   Area de terreno: 740 mt2 Precio: $16,000,000.00","$ 16,000,000"
"1618890653-20024","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa de un Piso, con amplio jardín, en Jurica, Queretaro.","Casa en Jurica, calle Jacarandas, una sola planta, con terreno de 1000m2, jardines y árboles de ornato y frutales maduros. 300m2 de construcción.","$ 7,300,000"
"1618890675-20037","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","VENTA DE  CASA EN JURICA","CASA EN JURICA FRENTA AREA VERDE CON JUEGOS, CUENTA CON 3 RECAMARAS CON BAÑO Y VESTIDOR  CADA UNA, SALA, COMEDOR, SALA DE TV Y ESTUDIO. AMPLIO JARDIN Y COCHERA PARA TRES AUTOS, CUENTA CON PORTON ELECTRICO. LA RENTA INCLUYE MANTENIMIENTO. EasyBroker ID: EB-FH7245","$ 8,500,000"
"1618890564-19879","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Casa en venta en Jurica 3 recamaras con cuarto de servicio jardin amplio  YCC","20-3386 casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con alberca y salon de usos multiples, cuarto lavado techado, cocina super amplia equipada,","$ 6,200,000"
