web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,metros
1616348282-164,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html,Casa en Renta en Provincia Juriquilla,40000,3 rec.,500 m²
1616348388-363,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-3.html,"Casa Amueblada en Renta, Exclusivo Condominio en Valle de Juriquilla",23000,3 rec.,205 m²
1616348326-229,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html,"Se Renta Precioso Departamento en Biosfera Juriquilla, 3 Recamaras, 2.5 Baños,.",17500,3 rec.,120 m²
1616348361-306,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html,"Casa en Valle de Juriquilla, Tres Niveles. Roofgarden",17000,3 rec.,168 m²
1616348481-484,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,Casa en Renta en El Refugio 3 Recamaras Excelentes Amenidades Sala de Tv Ycc,12000,3 rec.,143 m²
1616348282-179,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html,Juriquilla - Casa en Renta con Muy Buena Ubicación.,40000,3 rec.,1000 m²
1616348432-429,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,Casa en Renta en El Refugio Amueblada El Precio Incluye Todos Los Servicios,19000,3 rec.,180 m²
1616348388-360,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-3.html,Juriquilla - Casa a Estrenar en Cerrada con Pocas Casas.,18700,3 rec.,190 m²
1616348298-193,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html,Renta de Casa en Juriquilla Avh 20 - 3660,18000,3 rec.,225 m²
1616348326-236,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html,"Casa Amueblada en Renta en Juriquilla, D294",50000,4 rec.,548 m²
1616348402-377,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-2.html,"Estrene 3recámaras, Estudio Ó 4°recámara en Pb, 3baños, Sala Tv, Roof Garden.",12000,4 rec.,145 m²
1616348203-58,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa en Campanario Santa Maria,70000,4 rec.,1550 m²
1616348178-11,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Casa Renta Campanario,56000,3 rec.,701 m²
1616348314-206,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-9.html,Casa Amplia en Renta con 3 Recamaras y Gran Terraza en Juriquilla Ycc,18000,3 rec.,473 m²
1616348445-449,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Hermosa y Cómoda Casa de Tres Habitaciones en El Refugio.,14000,3 rec.,165 m²
1616348269-132,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html,Recámaras Juriquilla,2500,1 rec.,190 m²
1616348246-110,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,Casa en Renta en El Mirador de 2 Recamaras Más Estudio!,11500,2 rec.,134 m²
1616348218-71,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-3.html,Casa en Renta Amoblada y con 3 Recamaras en El Mirador Ycc,10500,3 rec.,107 m²
1616348402-385,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-2.html,Renta Casa Juriquilla,25000,3 rec.,290 m²
1616348445-439,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Renta Casa en El Refugio - Lc,12500,3 rec.,130 m²
1616348203-61,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa - Fraccionamiento El Campanario,4500,4 rec.,1366 m²
1616348326-233,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html,Renta Casa 1 Piso Juriquilla,15000,3 rec.,120 m²
1616348348-287,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html,Casa Amueblada Para Renta en Privada,11000,3 rec.,135 m²
1616348445-445,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Casa en Renta en El Refugio 3 Recamaras Excelentes Amenidades Ycc,12600,3 rec.,128 m²
1616348374-337,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-4.html,Preciosa Casa de Lujo Amueblada en Santa Fe Juriquilla,25000,3 rec.,160 m²
1616348191-38,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Casa en Renta en El Campanario,129000,4 rec.,1900 m²
1616348402-378,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-2.html,Oportunidad de Venta de Casa en Grand Juriquilla,15000,3 rec.,192 m²
1616348388-353,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-3.html,"Estrene 3recámaras, Estudio Ó 4°recámara en Pb, 3baños, Sala Tv, Roof Garden.",12000,4 rec.,145 m²
1616348432-425,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,Casa en Renta. El Refugio. Fvr,12000,3 rec.,113 m²
1616348269-147,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html,Casa en Renta Cumbres del Lago,18000,3 rec.,196 m²
1616348203-59,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa en Renta - El Campanario - Queretaro - C1582,64000,4 rec.,700 m²
1616348421-401,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html,"Casa en Renta en Juriquilla $8,000 (En Privada con Pocas Casas)",8000,3 rec.,1 m²
1616348374-334,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-4.html,Casa en Renta en Juriquilla,12000,3 rec.,150 m²
1616348258-128,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-q-milenio-iii-queretaro.html,Venta Departamento en Condominio Vertical Piso 7,18500,4 rec.,190 m²
1616348298-192,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html,"Se Renta Precioso Departamento en Biosfera Juriquilla, 3 Recamaras, 2.5 Baños,.",17500,3 rec.,120 m²
1616348326-228,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html,Renta Casa en Jardines de Juriquilla,16500,3 rec.,225 m²
1616348338-255,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-7.html,Casa en Renta en Juriquilla,65000,4 rec.,1000 m²
1616348298-184,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html,Casa 3 Hab + Cuarto de Servicio en Juriquilla Santa Fe,16000,3 rec.,160 m²
1616348361-318,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html,"Casa en Privada Exclusiva, Variadas Amenidades. San Isidro Juriquilla, Renta",12000,3 rec.,111 m²
1616348348-277,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html,Excelente Casa en San Isidro Juriquilla,10500,2 rec.,131 m²
1616348402-380,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-2.html,"Casa en Renta en Juriquilla, D223",19900,3 rec.,161 m²
1616348445-446,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,"Amplia Casa en Renta - El Refugio, Lc",14000,3 rec.,137 m²
1616348348-289,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html,Oficina en Renta Wtc Juriquilla,14000,1 rec.,39 m²
1616348338-270,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-7.html,"Casa en Renta en Cumbres del Lago Juriquilla, Queretaro, Amueblada",15000,3 rec.,150 m²
1616348432-421,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,En Renta Amplia Casa Ubicada en El Corazon del Refugio,14000,3 rec.,155 m²
1616348232-90,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html,En Renta Hermosa Casa Dentro del Mirador y en Privada,11500,3 rec.,120 m²
1616348445-447,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Amplia Casa en Renta en El Refugio,12500,3 rec.,96 m²
1616348178-10,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Venta Casa de Lujo Hacia Fairway en El Campanario Querétaro,99000,4 rec.,1311 m²
1616348361-309,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html,Casa en Renta en Vive Juriquilla,12000,3 rec.,180 m²
1616348178-19,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,"Casa en Venta y Renta El Campanario, Querétaro",60000,1 rec.,600 m²
1616348282-157,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html,"Casa en Renta en Juriquilla, Querétaro",26000,3 rec.,1000 m²
1616348338-263,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-7.html,~ Juriquilla V. m. ~ Atractiva Casa * Fracc. con Alberca *,28000,"2
					
						baños",3 rec.
1616348459-465,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-2.html,Casa de 3 Recámaras en Renta Dentro de Privada en El Refugio,13999,3 rec.,140 m²
1616348481-487,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,"Casa en Renta en El Refugio 3 Recamaras, Balcon Excelentes Amenidades Ycc",12500,3 rec.,122 m²
1616348298-185,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html,Renta Moderna Casa Amueblada en Altos de Juriquilla Jf,22000,3 rec.,70 m²
1616348314-221,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-9.html,Renta Casa 1 Piso Juriquilla,15000,3 rec.,120 m²
1616348269-154,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html,"Casa en Renta, Amara Grand, Altos Juriquilla",16000,3 rec.,153 m²
1616348191-34,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,"Casa en Renta en Lomas del Campanario I, D178",35000,3 rec.,321 m²
1616348178-9,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Casa - Fraccionamiento El Campanario,12500,3 rec.,150 m²
1616348402-383,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-2.html,Excelente Casa en Condominio de Amplios Espacios en Juriquilla!,14500,3 rec.,180 m²
1616348178-2,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,"Oportunidad! Casa Estilo Mexico - Contemporáneo en Renta El Campanario, Querétaro",65000,null,715 m²
1616348445-436,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,"Renta Casa, El Refugio",13000,3 rec.,160 m²
1616348432-427,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,"Renta Casa Amueblada, El Refugio",18000,3 rec.,160 m²
1616348388-362,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-3.html,Casa en Renta Juriquilla Altos Queretaro,19000,3 rec.,180 m²
1616348348-294,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html,Juriquilla - Casa con Recámara en Planta Baja. Renta,30000,4 rec.,210 m²
1616348348-295,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html,Valle de Juriquilla Casa en Renta en Condominio con Acceso C,33000,3 rec.,350 m²
1616348445-451,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Baja de Precio! Renta de Amplia Casa a Estrenar en El Refugio 3 Rec Jf,15500,3 rec.,191 m²
1616348191-36,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Casa Venta Renta en Campanario,4500,4 rec.,1366 m²
1616348246-118,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,Casa en Renta El Mirador 3 Habitaciones Jrh,25000,3 rec.,178 m²
1616348191-31,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,"Se Renta Casa en ""El Campanario"" con Alberca",67500,4 rec.,810 m²
1616348258-124,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-q-milenio-iii-queretaro.html,Renta Departamento Amueblado en Milenio III Queretaro,21000,3 rec.,120 m²
1616348269-143,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html,"Casa en Venta en a Cumbres del Lago Juriquilla, Qro.",32000,4 rec.,325 m²
1616348282-160,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html,Casa en Renta en Juriquilla,12000,3 rec.,160 m²
1616348203-53,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Venta o Renta Hermosa Residencia en El Campanario con Vista Al Campo de Golf,90000,4 rec.,1366 m²
1616348421-408,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html,"Hermosa Casa Santa Fé Juriquilla, Alberca, Gimnasio, Segurid",17000,3 rec.,180 m²
1616348421-409,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html,"Juriquilla, Cumbres del Lago, 3 Recs. 3.5 Baños, Alberca, V",15000,3 rec.,170 m²
1616348326-234,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html,"Casa en Renta en Villas del Meson Juriquilla 4 Rec, y Cto de Servicio",32000,4 rec.,480 m²
1616348203-56,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa - Fraccionamiento El Campanario,80000,3 rec.,1282 m²
1616348298-197,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html,Casa en Renta Juriquilla,13500,3 rec.,450 m²
1616348374-342,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-4.html,Casa en Renta en Juriquilla,18000,3 rec.,150 m²
1616348314-212,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-9.html,Casa en Renta Los Naranjos Juriquilla,13000,3 rec.,195 m²
1616348432-428,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,Casa en Renta en Vidanta en El Refugio Cuentan con Amenidades y La Renta Requiere Póliza Jurídica.,12000,3 rec.,108 m²
1616348481-491,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,Gran Casa en Renta. El Refugio. Fvr,15500,3 rec.,191 m²
1616348178-6,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Casa - Fraccionamiento El Campanario,58000,4 rec.,600 m²
1616348432-433,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,Casa en Renta en Fraccionamiento Residencial El Refugio,12500,3 rec.,163 m²
1616348374-338,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-4.html,Se Renta Hermosa Casa en Cumbres del Lago,18000,3 rec.,180 m²
1616348178-7,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Casa en Renta en El Campanario,65000,3 rec.,715 m²
1616348269-155,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html,Casa en Condominio en Renta en Juriquilla,7800,3 rec.,140 m²
1616348178-1,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Casa en Renta El Campanario 4 Habitaciones,35000,4 rec.,277 m²
1616348445-443,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Renta en Una de Las Zonas Mas Exclusivas de El Refugio,13000,3 rec.,126 m²
1616348481-504,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,Renta Casa Amueblada en Torre de Piedra El Refugio Kd,15500,3 rec.,190 m²
1616348459-460,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-2.html,Casa en Renta de 3 Hab + Estudio en El Refugio,27000,3 rec.,257 m²
1616348361-319,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html,"Casa Equipada y con Jardín Para Estrenar, San Isidro Juriquilla - Renta",12000,3 rec.,111 m²
1616348361-305,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html,Bonita Casa Amueblada con 3 Recamaras. Aceptan Mascotas San Isidro Juri Jf,11000,3 rec.,135 m²
1616348282-178,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html,Casa en Renta en Juriquilla,12000,3 rec.,150 m²
1616348432-422,https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html,Renta Casa Amplia con Amenidades en El Refugio Agt,12500,3 rec.,190 m²
